Old Order Id,What is wrong,Magento Sku/eCodes_ID,gp_sku/product_sk,
 1010321-29089821,gpsku empty,IC-P-2006-000005,8730S06,
 1023233-82152934,gpsku empty,CC-P-2006-000006,876S06,
 1000674-60268017,gpsku empty,IC-P-2000-000012,8798S00,
 1003809-49185859,gpsku empty,OH-P-2006-000001,8710SOH06,
 1016103-66064303,gpsku empty,IC-P-2009-000002,8710S09,
 1016105-12283464,gpsku empty,IC-P-2009-000019,8705S09,
 1016100-76168671,gpsku empty,IC-P-1995-000002,8780S95,
 1023246-50178552,gpsku empty,IC-P-2009-000006,8755S09,
 1023257-95647722,gpsku empty,IC-P-2006-000002,8710S06,
 1034576-95343657,gpsku empty,CC-P-2006-000003,874S06,
 1034563-66055429,gpsku empty,IC-P-2009-000016,8706S09,
 1034565-79988441,gpsku empty,IC-P-2006-000001,8700S06,
 1034570-77305040,gpsku empty,NY-P-2010-000001,8700SNY10,
 1000678-36202282,gpsku empty,IC-P-1996-000002,8700S96,
 1016122-71378066,gpsku empty,IC-P-2009-000002,8710S09,
 1023283-10265990,gpsku empty,SS-P-1999-000001,8744S99,
 1034636-35507791,gpsku empty,IC-P-2009-000001,8700S09,
 1034634-35507791,gpsku empty,IC-P-2009-000002,8710S09,
 1034615-23004933,gpsku empty,IC-P-2012-000019,8705S12,
 1000694-89060486,gpsku empty,IC-P-2003-000017,8705S03,
 1000699-19442043,gpsku empty,IC-P-2003-000016,8722S03,
 1010340-40865261,gpsku empty,IC-P-2006-000019,8705S06,
 1010344-14609904,gpsku empty,IC-P-1997-000004,8720S97,
 1016144-20634399,gpsku empty,IC-P-2009-000002,8710S09,
 1016127-16012590,gpsku empty,IC-P-2006-000019,8705S06,
 1023313-30190524,gpsku empty,IC-P-2006-000019,8705S06,
 1034641-65513664,gpsku empty,IC-P-1999-000001,8700S99,
 1034644-29597328,gpsku empty,IC-P-2012-000016,8706S12,
 1034664-43760056,gpsku empty,MI-P-2003-000008,8760SMI03,
 1000702-93718875,gpsku empty,IC-P-2003-000016,8722S03,
 1023369-92269099,gpsku empty,SS-P-1999-000001,8744S99,
 1023357-55125461,gpsku empty,OH-P-2005-000004,8705SOH07,
 1016180-99909286,gpsku empty,IC-P-2009-000019,8705S09,
 1016166-94594835,gpsku empty,IC-P-2003-000015,8722S98,
 1016162-54970070,gpsku empty,IC-P-2006-000019,8705S06,
 1010370-70138527,gpsku empty,NY-P-2007-000013,8705SNY07,
 1016199-26286077,gpsku empty,IC-P-2006-000001,8700S06,
 1016195-26286077,gpsku empty,IC-P-2006-000001,8700S06,
 1016198-26286077,gpsku empty,IC-P-2006-000001,8700S06,
 1016200-26286077,gpsku empty,IC-P-2006-000001,8700S06,
 1016196-26286077,gpsku empty,IC-P-2006-000001,8700S06,
 1016197-26286077,gpsku empty,IC-P-2006-000001,8700S06,
 1016190-23906849,gpsku empty,IC-P-2009-000001,8700S09,
 1016207-88056119,gpsku empty,IC-P-2006-000014,8780S06,
 1007051-74579689,gpsku empty,IC-P-2006-000002,8710S06,
 1010382-29048032,gpsku empty,IC-P-2003-000016,8722S03,
 1034747-41249951,gpsku empty,IC-P-2009-000004,8720S09,
 1003849-42861226,gpsku empty,MI-P-2003-000003,8730SMI03,
 1003857-30403683,gpsku empty,IC-P-1999-000002,8740S99,
 1007070-13283720,gpsku empty,IC-P-2006-000004,8720S06,
 1010396-59093021,gpsku empty,IC-P-1995-000001,8710S95,
 1007073-29984826,gpsku empty,IC-P-2006-000019,8705S06,
 1016238-86205337,gpsku empty,IC-P-2003-000003,8740S03,
 1023465-41842798,gpsku empty,IC-P-2009-000001,8700S09,
 1023451-60495311,gpsku empty,YC-P-2008-000003,8730SNYC08,
 1007080-93685936,gpsku empty,IC-P-2006-000017,8707S06,
 1010413-98370625,gpsku empty,NY-P-2007-000003,8710SNY07,
 1016243-20800282,gpsku empty,IC-P-2009-000001,8700S09,
 1016271-24530403,gpsku empty,IC-P-1992-000001,8722S92,
 1023511-31113804,gpsku empty,IC-P-2009-000001,8700S09,
 1023519-90154656,gpsku empty,IC-P-2006-000001,8700S06,
 1023497-47748154,gpsku empty,IC-P-2009-000002,8710S09,
 1034874-25332110,gpsku empty,IC-P-2009-000016,8706S09,
 1034884-43930024,gpsku empty,IC-P-2012-000016,8706S12,
 1000736-50073184,gpsku empty,IC-P-2003-000001,8700S03,
 1000738-50073184,gpsku empty,IC-P-2003-000005,8730S03,
 1010416-83888445,gpsku empty,FL-P-2007-000001,8700SFL07,
 1016291-55919322,gpsku empty,IC-P-2009-000019,8705S09,
 1016274-45278832,gpsku empty,IC-P-2009-000019,8705S09,
 1016284-89866186,gpsku empty,IC-P-2006-000001,8700S06,
 1023536-35551328,gpsku empty,IC-P-2009-000001,8700S09,
 1000743-17067443,gpsku empty,IC-P-2000-000001,8700S00,
 1010428-45265195,gpsku empty,FL-P-2007-000008,8722SFL07,
 1010432-77905397,gpsku empty,IC-P-2006-000005,8730S06,
 1016298-83115294,gpsku empty,IC-P-2009-000001,8700S09,
 1023573-95160221,gpsku empty,IC-P-2009-000001,8700S09,
 1023590-34602015,gpsku empty,IC-P-2006-000007,8760S06,
 1007091-41758777,gpsku empty,WI-2003-000001,8700SWI03,
 1010441-27674949,gpsku empty,FL-P-2007-000001,8700SFL07,
 1010444-65217378,gpsku empty,FL-P-2007-000001,8700SFL07,
 1010445-71094836,gpsku empty,NY-P-2007-000008,8780SNY07,
 1000755-80521719,gpsku empty,IC-P-2003-000015,8722S98,
 1000747-74830440,gpsku empty,IC-P-1997-000004,8720S97,
 1034964-15105057,gpsku empty,IC-P-1999-000001,8700S99,
 1016339-43456452,gpsku empty,IC-P-2009-000001,8700S09,
 1023626-31526390,gpsku empty,IC-P-2003-000001,8700S03,
 1023596-34618411,gpsku empty,IC-P-1998-000004,8750S98,
 1023604-49857981,gpsku empty,IC-P-1998-000004,8750S98,
 1023624-47510956,gpsku empty,IC-P-2006-000001,8700S06,
 1023619-11487099,gpsku empty,FL-P-2007-000008,8722SFL07,
 1034978-49533196,gpsku empty,IC-P-2009-000001,8700S09,
 1034985-81060517,gpsku empty,IC-P-2009-000016,8706S09,
 1034990-42029869,gpsku empty,YC-P-2008-000001,8700SNYC08,
 1034996-43002897,gpsku empty,IC-P-2006-000001,8700S06,
 1003920-77051235,gpsku empty,WI-2003-000001,8700SWI03,
 1007146-49597657,gpsku empty,OH-P-2005-000001,8700SOH07,
 1016348-47713633,gpsku empty,IC-P-2009-000001,8700S09,
 1023657-80391459,gpsku empty,IC-P-1996-000003,8740S96,
 1023649-65833015,gpsku empty,IC-P-2009-000001,8700S09,
 1023654-51134170,gpsku empty,IC-P-2003-000016,8722S03,
 1035054-17010546,gpsku empty,IC-P-2009-000001,8700S09,
 1035050-29011851,gpsku empty,IC-P-2009-000005,8730S09,
 1000781-96765356,gpsku empty,WI-2003-000001,8700SWI03,
 1000776-32978034,gpsku empty,IC-P-1997-000004,8720S97,
 1010470-69800674,gpsku empty,IC-P-2006-000001,8700S06,
 1010476-93033658,gpsku empty,IC-P-1995-000001,8710S95,
 1016369-68091864,gpsku empty,IC-P-2009-000002,8710S09,
 1016383-71292207,gpsku empty,CC-P-2006-000004,873S06,
 1035067-58424776,gpsku empty,IC-P-2003-000003,8740S03,
 1035094-67304540,gpsku empty,CC-P-2009-000002,871S09,
 1010483-97160875,gpsku empty,IC-P-2006-000019,8705S06,
 1010480-65436910,gpsku empty,IC-P-2006-000005,8730S06,
 1016408-54350819,gpsku empty,CC-P-2006-000003,874S06,
 1016402-46480388,gpsku empty,IC-P-2006-000010,8750S06,
 1016403-46480388,gpsku empty,IC-P-2006-000010,8750S06,
 1016398-46480388,gpsku empty,IC-P-2009-000019,8705S09,
 1023728-19585967,gpsku empty,IC-P-2003-000016,8722S03,
 1010490-68798731,gpsku empty,IC-P-2003-000006,8755S03,
 1016433-39371283,gpsku empty,CA-P-2007-000002,8700SCA07,
 1007171-45275596,gpsku empty,IC-P-2006-000001,8700S06,
 1016449-99099299,gpsku empty,IC-P-2006-000004,8720S06,
 1007181-11708636,gpsku empty,IC-P-2006-000019,8705S06,
 1016457-97808887,gpsku empty,IC-P-1992-000001,8722S92,
 1035190-88502508,gpsku empty,IC-P-2009-000004,8720S09,
 1035170-56538990,gpsku empty,IC-P-2009-000001,8700S09,
 1035172-13699182,gpsku empty,IC-P-1995-000002,8780S95,
 1035194-10926944,gpsku empty,CA-P-2010-000007,8700SCA10,
 1010506-29469883,gpsku empty,IC-P-2006-000019,8705S06,
 1035218-69798373,gpsku empty,IC-P-2009-000001,8700S09,
 1035222-98520120,gpsku empty,IC-P-2009-000006,8755S09,
 1035230-98397657,gpsku empty,IC-P-2012-000019,8705S12,
 1000808-22258957,gpsku empty,IC-P-1996-000001,8730S96,
 1016473-17694237,gpsku empty,IC-P-2006-000002,8710S06,
 1000821-20889205,gpsku empty,KY-P-2002-000001,8710SKY02,
 1000823-20889205,gpsku empty,KY-P-2002-000001,8710SKY02,
 1003985-53946969,gpsku empty,IC-P-2006-000004,8720S06,
 1010510-32131312,gpsku empty,IC-P-1996-000004,8750S96,
 1023872-75191704,gpsku empty,CA-P-2010-000007,8700SCA10,
 1023855-59283220,gpsku empty,IC-P-2009-000002,8710S09,
 1007219-53849436,gpsku empty,IC-P-2006-000002,8710S06,
 1010529-32131312,gpsku empty,IC-P-2000-000003,8740S00,
 1010528-32131312,gpsku empty,IC-P-2003-000010,8750S03,
 1007222-84427600,gpsku empty,IC-P-2006-000003,8740S06,
 1010543-38154708,gpsku empty,IC-P-2003-000016,8722S03,
 1010544-54063094,gpsku empty,FL-P-2007-000001,8700SFL07,
 1010545-54063094,gpsku empty,FL-P-2007-000003,8701SFL07,
 1016526-79263722,gpsku empty,IC-P-2006-000001,8700S06,
 1023920-18179198,gpsku empty,IC-P-2003-000017,8705S03,
 1007229-27447101,gpsku empty,OH-P-2005-000001,8700SOH07,
 1010562-97342293,gpsku empty,IC-P-2006-000003,8740S06,
 1010572-54519124,gpsku empty,NY-P-2007-000005,8720SNY07,
 1016547-72839624,gpsku empty,IC-P-2009-000019,8705S09,
 1004002-47197544,gpsku empty,IC-P-1996-000002,8700S96,
 1004001-53987828,gpsku empty,IC-P-2003-000017,8705S03,
 1007255-98080155,gpsku empty,IC-P-2003-000002,8710S03,
 1007254-98080155,gpsku empty,IC-P-2006-000001,8700S06,
 1010580-45309791,gpsku empty,CA-P-2007-000008,8705SCA07,
 1016564-29240986,gpsku empty,IC-P-2006-000014,8780S06,
 1016563-77719968,gpsku empty,NY-P-2007-000002,8700SNY07,
 1023943-81208479,gpsku empty,CC-P-2006-000009,8756S06,
 1035357-40645477,gpsku empty,IC-P-2006-000003,8740S06,
 1035360-62061439,gpsku empty,IC-P-1998-000004,8750S98,
 1035369-39824680,gpsku empty,IC-P-2009-000001,8700S09,
 1035380-91239057,gpsku empty,IC-P-2009-000003,8740S09,
 1035389-14112160,gpsku empty,IC-P-2009-000025,8722S09,
 1000855-80967763,gpsku empty,IC-P-2000-000001,8700S00,
 1023953-97285982,gpsku empty,IC-P-2009-000019,8705S09,
 1023968-74160489,gpsku empty,IC-P-1996-000004,8750S96,
 1004033-59336270,gpsku empty,IC-P-1999-000001,8700S99,
 1007275-62646055,gpsku empty,IC-P-2006-000001,8700S06,
 1007273-61133475,gpsku empty,OH-P-2005-000004,8705SOH07,
 1010583-54519124,gpsku empty,NY-P-2007-000006,8730SNY07,
 1016581-20905559,gpsku empty,FL-P-2007-000001,8700SFL07,
 1016573-80606048,gpsku empty,FL-P-2007-000005,8755SFL07,
 1023977-79178970,gpsku empty,IC-P-2000-000001,8700S00,
 1035475-43859464,gpsku empty,IC-P-2009-000001,8700S09,
 1035474-13401187,gpsku empty,IC-P-2009-000007,8760S09,
 1035476-42075957,gpsku empty,IC-P-2009-000004,8720S09,
 1035448-33162093,gpsku empty,IC-P-2009-000001,8700S09,
 1016607-58075182,gpsku empty,IC-P-1999-000001,8700S99,
 1007285-40115489,gpsku empty,IC-P-2006-000001,8700S06,
 1016635-71146434,gpsku empty,IC-P-2009-000005,8730S09,
 1024077-60961481,gpsku empty,CA-P-2010-000007,8700SCA10,
 1024074-87699058,gpsku empty,NY-P-2007-000013,8705SNY07,
 1035552-44140757,gpsku empty,IC-P-2009-000001,8700S09,
 1035557-93003859,gpsku empty,IC-P-2009-000001,8700S09,
 1035558-93003859,gpsku empty,IC-P-2009-000004,8720S09,
 1035548-79590074,gpsku empty,IC-P-2009-000001,8700S09,
 1035562-80422523,gpsku empty,IC-P-2009-000001,8700S09,
 1035563-80422523,gpsku empty,IC-P-2009-000004,8720S09,
 1035566-40680981,gpsku empty,IC-P-2009-000001,8700S09,
 1035553-74804603,gpsku empty,IC-P-2009-000001,8700S09,
 1035550-30714972,gpsku empty,IC-P-2009-000001,8700S09,
 1035561-61798138,gpsku empty,IC-P-2009-000001,8700S09,
 1035554-58957060,gpsku empty,IC-P-2009-000001,8700S09,
 1035556-76939440,gpsku empty,IC-P-2009-000001,8700S09,
 1035555-40696157,gpsku empty,IC-P-2009-000001,8700S09,
 1035565-24326915,gpsku empty,IC-P-2009-000001,8700S09,
 1035547-80965265,gpsku empty,IC-P-2009-000001,8700S09,
 1035560-30165314,gpsku empty,IC-P-2009-000001,8700S09,
 1035569-60402710,gpsku empty,IC-P-2009-000002,8710S09,
 1035564-37280238,gpsku empty,IC-P-2009-000001,8700S09,
 1035551-91359681,gpsku empty,IC-P-2009-000001,8700S09,
 1000890-53095558,gpsku empty,IC-P-2003-000002,8710S03,
 1010605-75312395,gpsku empty,IC-P-1997-000001,8796S97,
 1016647-76555986,gpsku empty,FL-P-2007-000012,8705SFL072,
 1024106-87699058,gpsku empty,IC-P-2009-000001,8700S09,
 1007300-30973726,gpsku empty,IC-P-2006-000004,8720S06,
 1010617-10679340,gpsku empty,NY-P-2007-000008,8780SNY07,
 1010620-58212717,gpsku empty,IC-P-1996-000004,8750S96,
 1010625-18732601,gpsku empty,IC-P-2003-000016,8722S03,
 1016675-67232967,gpsku empty,CC-P-2006-000005,8720S06,
 1016673-16209247,gpsku empty,IC-P-2006-000002,8710S06,
 1024121-75315694,gpsku empty,NY-P-2007-000008,8780SNY07,
 1035588-31862533,gpsku empty,IC-P-2009-000004,8720S09,
 1000893-18017238,gpsku empty,IC-P-2003-000001,8700S03,
 1004077-35342017,gpsku empty,IC-P-2006-000001,8700S06,
 1007317-79932390,gpsku empty,KY-P-2002-000001,8710SKY02,
 1010631-23896641,gpsku empty,NY-P-2007-000008,8780SNY07,
 1010626-32542195,gpsku empty,IC-P-2006-000019,8705S06,
 1016684-46005553,gpsku empty,IC-P-2006-000002,8710S06,
 1024135-92314413,gpsku empty,IC-P-2009-000001,8700S09,
 1035608-35223725,gpsku empty,IC-P-2009-000001,8700S09,
 1035610-30602714,gpsku empty,IC-P-2009-000001,8700S09,
 1035612-30602714,gpsku empty,IC-P-2009-000004,8720S09,
 1035609-94292863,gpsku empty,IC-P-2009-000001,8700S09,
 1035595-29651970,gpsku empty,IC-P-2009-000004,8720S09,
 1035597-29580911,gpsku empty,IC-P-2009-000001,8700S09,
 1035634-67799659,gpsku empty,IC-P-2009-000001,8700S09,
 1035602-79420808,gpsku empty,IC-P-2009-000001,8700S09,
 1035603-79420808,gpsku empty,IC-P-2009-000004,8720S09,
 1035611-49573099,gpsku empty,IC-P-2009-000001,8700S09,
 1035628-87249409,gpsku empty,IC-P-2009-000001,8700S09,
 1035631-75047645,gpsku empty,IC-P-2012-000003,8740S12,
 1035632-36502478,gpsku empty,FL-P-2007-000002,8710SFL07,
 1004089-55138843,gpsku empty,IC-P-1996-000004,8750S96,
 1024165-30190524,gpsku empty,IC-P-2009-000019,8705S09,
 1024171-25486126,gpsku empty,IC-P-2009-000010,8750S09,
 1024153-33320273,gpsku empty,CA-P-2010-000007,8700SCA10,
 1024138-11021605,gpsku empty,CA-P-2010-000009,8708SCA10,
 1024142-74777002,gpsku empty,IC-P-1996-000002,8700S96,
 1024161-30190524,gpsku empty,IC-P-2009-000019,8705S09,
 1035642-14176285,gpsku empty,IC-P-2009-000001,8700S09,
 1035663-82585175,gpsku empty,IC-P-2009-000002,8710S09,
 1035654-84540861,gpsku empty,IC-P-2009-000001,8700S09,
 1035680-65867406,gpsku empty,IC-P-2009-000001,8700S09,
 1035650-15539779,gpsku empty,IC-P-2009-000001,8700S09,
 1035673-39147747,gpsku empty,IC-P-2009-000001,8700S09,
 1035669-67955033,gpsku empty,NY-P-2010-000010,8705SNY10,
 1016703-55896207,gpsku empty,IC-P-1998-000003,8730S98,
 1016700-74632017,gpsku empty,IC-P-2003-000017,8705S03,
 1024189-28049580,gpsku empty,IC-P-2003-000016,8722S03,
 1035704-21863493,gpsku empty,IC-P-2009-000001,8700S09,
 1035724-65089212,gpsku empty,YC-P-2008-000006,8705SNYC08,
 1035709-98972501,gpsku empty,IC-P-2009-000001,8700S09,
 1035710-98972501,gpsku empty,IC-P-2009-000001,8700S09,
 1035712-98972501,gpsku empty,IC-P-2009-000004,8720S09,
 1035713-98972501,gpsku empty,IC-P-2009-000004,8720S09,
1000011,gpsku empty,IC-P-2003-000001,8700S03,
1000010,gpsku empty,IC-P-2003-000002,8710S03,
1000012,gpsku empty,IC-P-2003-000003,8740S03,
 1000912-68639585,gpsku empty,IC-P-1995-000001,8710S95,
 1010646-89289590,gpsku empty,IC-P-2006-000001,8700S06,
 1010645-19139528,gpsku empty,IC-P-1998-000004,8750S98,
 1010641-15424727,gpsku empty,CA-P-2007-000009,8708SCA07,
 1024233-68866833,gpsku empty,IC-P-2009-000019,8705S09,
 1024228-28938515,gpsku empty,IC-P-2009-000019,8705S09,
 1035786-48144076,gpsku empty,IC-P-2009-000001,8700S09,
 1035764-34045796,gpsku empty,IC-P-2009-000001,8700S09,
 1035765-34045796,gpsku empty,IC-P-2009-000004,8720S09,
 1035759-21886227,gpsku empty,IC-P-2009-000001,8700S09,
 1035755-43097686,gpsku empty,IC-P-2009-000004,8720S09,
 1035753-46467189,gpsku empty,IC-P-2009-000001,8700S09,
 1035758-93507538,gpsku empty,IC-P-2009-000001,8700S09,
 1035761-77575521,gpsku empty,IC-P-2009-000001,8700S09,
 1035763-72897354,gpsku empty,IC-P-2009-000001,8700S09,
 1035760-78451940,gpsku empty,IC-P-2009-000001,8700S09,
 1035762-78451940,gpsku empty,IC-P-2009-000004,8720S09,
 1035757-55135299,gpsku empty,IC-P-2009-000001,8700S09,
 1016744-48778668,gpsku empty,IC-P-2009-000001,8700S09,
 1016738-74078834,gpsku empty,IC-P-1995-000002,8780S95,
 1024259-98935177,gpsku empty,IC-P-2009-000019,8705S09,
 1035812-80981634,gpsku empty,IC-P-2012-000019,8705S12,
 1035805-43859464,gpsku empty,IC-P-2009-000004,8720S09,
 1035807-43859464,gpsku empty,IC-P-2009-000005,8730S09,
 1035808-43859464,gpsku empty,IC-P-2009-000007,8760S09,
 1035788-65749981,gpsku empty,IC-P-2009-000001,8700S09,
 1035789-65749981,gpsku empty,IC-P-2009-000004,8720S09,
 1035823-26727457,gpsku empty,IC-P-2012-000003,8740S12,
1000013,gpsku empty,IC-P-2000-000001,8700S00,
1000014,gpsku empty,IC-P-2003-000001,8700S03,
 1010678-98588700,gpsku empty,IC-P-2006-000003,8740S06,
 1016779-71365573,gpsku empty,IC-P-2006-000001,8700S06,
 1016773-84698695,gpsku empty,IC-P-2003-000001,8700S03,
 1016782-57030461,gpsku empty,IC-P-2009-000001,8700S09,
 1016776-88205698,gpsku empty,IC-P-2009-000003,8740S09,
 1016768-29649496,gpsku empty,CA-P-2008-000001,8713SCA08,
 1024275-24272535,gpsku empty,IC-P-2009-000001,8700S09,
 1000928-62696033,gpsku empty,IC-P-2003-000001,8700S03,
 1004123-46858437,gpsku empty,NC-P-2002-000011,8710SNC02,
 1007359-84278925,gpsku empty,IC-P-1998-000004,8750S98,
 1010688-38459231,gpsku empty,IC-P-2003-000016,8722S03,
 1016794-90668234,gpsku empty,IC-P-1992-000001,8722S92,
 1035842-80492361,gpsku empty,IC-P-2009-000001,8700S09,
 1007367-77780756,gpsku empty,IC-P-1996-000001,8730S96,
 1024297-13757173,gpsku empty,IC-P-2009-000001,8700S09,
 1035867-39507374,gpsku empty,IC-P-2009-000001,8700S09,
 1035859-73889550,gpsku empty,IC-P-2012-000019,8705S12,
 1035857-48632312,gpsku empty,IC-P-2009-000001,8700S09,
 1035847-47065469,gpsku empty,IC-P-2009-000001,8700S09,
 1035843-22680132,gpsku empty,YC-P-2008-000006,8705SNYC08,
 1035844-52216683,gpsku empty,YC-P-2008-000006,8705SNYC08,
 1035860-64429313,gpsku empty,IC-P-1996-000001,8730S96,
 1035861-15914588,gpsku empty,IC-P-1997-000004,8720S97,
 1035872-13193769,gpsku empty,IC-P-2012-000019,8705S12,
 1035880-67572010,gpsku empty,IC-P-2009-000001,8700S09,
1000015,gpsku empty,IC-P-2000-000001,8700S00,
 1004155-81878178,gpsku empty,IC-P-1996-000002,8700S96,
 1004149-81878178,gpsku empty,IC-P-1999-000001,8700S99,
 1004158-21614510,gpsku empty,IC-P-2006-000005,8730S06,
 1024306-37149806,gpsku empty,IC-P-1998-000004,8750S98,
 1035901-55306453,gpsku empty,IC-P-2009-000001,8700S09,
 1035909-65391139,gpsku empty,IC-P-2009-000014,8780S09,
 1035930-47752970,gpsku empty,IC-P-2006-000001,8700S06,
1000020,gpsku empty,IC-P-2003-000003,8740S03,
1000016,gpsku empty,IC-P-2003-000017,8705S03,
1000017,gpsku empty,IC-P-2000-000003,8740S00,
1000018,gpsku empty,IC-P-2003-000001,8700S03,
1000019,gpsku empty,IC-P-2003-000001,8700S03,
 1000946-76486367,gpsku empty,IC-P-2003-000001,8700S03,
 1000953-17133040,gpsku empty,IC-P-1996-000004,8750S96,
 1004166-90333448,gpsku empty,IC-P-2003-000003,8740S03,
 1016820-67034565,gpsku empty,IC-P-1995-000002,8780S95,
 1016823-41230610,gpsku empty,IC-P-2009-000014,8780S09,
 1035983-67269894,gpsku empty,IC-P-2009-000001,8700S09,
 1035985-30360239,gpsku empty,IC-P-2009-000001,8700S09,
 1035977-64518370,gpsku empty,IC-P-2009-000001,8700S09,
 1035940-19737525,gpsku empty,IC-P-2009-000004,8720S09,
 1035976-76942947,gpsku empty,IC-P-2009-000001,8700S09,
 1035975-53966795,gpsku empty,IC-P-2009-000001,8700S09,
 1035970-39724531,gpsku empty,IC-P-2012-000019,8705S12,
 1035936-69868112,gpsku empty,IC-P-2009-000004,8720S09,
 1035981-93273623,gpsku empty,CC-P-2009-000001,870P09,
 1035986-76358811,gpsku empty,IC-P-2009-000001,8700S09,
1000023,gpsku empty,IC-P-2000-000001,8700S00,
1000022,gpsku empty,IC-P-2003-000014,8780S03,
1000024,gpsku empty,IC-P-2003-000002,8710S03,
1000021,gpsku empty,IC-P-2003-000003,8740S03,
 1010714-75835874,gpsku empty,OH-P-2005-000004,8705SOH07,
 1010712-81809598,gpsku empty,NY-P-2007-000002,8700SNY07,
 1016837-46904072,gpsku empty,FL-P-2007-000003,8701SFL07,
 1024381-15248196,gpsku empty,IC-P-2006-000001,8700S06,
 1024395-33131832,gpsku empty,NY-P-2007-000008,8780SNY07,
 1024388-78316544,gpsku empty,CA-P-2007-000008,8705SCA07,
 1036018-83248010,gpsku empty,IC-P-2009-000001,8700S09,
 1035995-55019130,gpsku empty,IC-P-2009-000001,8700S09,
 1036001-40800312,gpsku empty,IC-P-2009-000017,8707S09,
 1036004-62757371,gpsku empty,IC-P-2009-000017,8707S09,
1000025,Cannot find ,,,
 1004189-56803940,gpsku empty,IC-P-2003-000002,8710S03,
 1010724-88883094,gpsku empty,CC-P-2006-000012,870S062,
 1010726-88427497,gpsku empty,FL-P-2007-000011,8705SFL07,
 1016857-71215211,gpsku empty,IC-P-2009-000001,8700S09,
 1016848-39426161,gpsku empty,IC-P-2009-000019,8705S09,
 1024409-29903826,gpsku empty,IC-P-2009-000010,8750S09,
 1024415-55326490,gpsku empty,IC-P-2009-000019,8705S09,
 1036049-95898802,gpsku empty,IC-P-2009-000001,8700S09,
 1036048-95898802,gpsku empty,IC-P-2009-000004,8720S09,
 1036039-41325763,gpsku empty,IC-P-2009-000001,8700S09,
 1036053-93837621,gpsku empty,YC-P-2008-000001,8700SNYC08,
 1007407-16887256,gpsku empty,FL-P-2004-000008,8722SFL04,
 1010739-33239367,gpsku empty,IC-P-2006-000001,8700S06,
 1010741-81500623,gpsku empty,IC-P-1996-000002,8700S96,
 1016875-97353355,gpsku empty,IC-P-2009-000011,8785S09,
 1036070-14496378,gpsku empty,IC-P-2006-000019,8705S06,
 1004197-38216723,gpsku empty,IC-P-2006-000001,8700S06,
 1007422-96661981,gpsku empty,IC-P-1996-000004,8750S96,
 1036077-40341688,gpsku empty,IC-P-2009-000001,8700S09,
 1000975-56865927,gpsku empty,IC-P-2000-000014,8705S00,
 1007424-23115664,gpsku empty,IC-P-2006-000019,8705S06,
 1016903-52593326,gpsku empty,IC-P-2009-000001,8700S09,
 1024480-29923522,gpsku empty,CC-P-2009-000004,873S09,
 1036099-84583256,gpsku empty,IC-P-1995-000002,8780S95,
 1036136-67093487,gpsku empty,IC-P-2009-000016,8706S09,
 1036137-42241389,gpsku empty,IC-P-2012-000019,8705S12,
 1000983-9641809,gpsku empty,IC-P-2003-000005,8730S03,
 1000987-9641809,gpsku empty,IC-P-2003-000007,8760S03,
 1000985-10453390,gpsku empty,IC-P-2003-000017,8705S03,
 1016911-30011531,gpsku empty,IC-P-2009-000001,8700S09,
 1016905-99890262,gpsku empty,IC-P-2009-000001,8700S09,
 1024491-58005782,gpsku empty,NY-P-2007-000002,8700SNY07,
 1036173-91676222,gpsku empty,IC-P-1995-000001,8710S95,
1000026,gpsku empty,IC-P-2000-000005,8730S00,
 1000999-75199453,gpsku empty,IC-P-2000-000001,8700S00,
 1016920-17703496,gpsku empty,IC-P-2006-000002,8710S06,
 1016919-17703496,gpsku empty,IC-P-2006-000004,8720S06,
 1024535-87699058,gpsku empty,IC-P-2009-000019,8705S09,
 1036223-30350602,gpsku empty,CC-P-2009-000001,870P09,
1000028,gpsku empty,IC-P-2003-000002,8710S03,
 1001003-40873364,gpsku empty,IC-P-1996-000001,8730S96,
 1001002-70901646,gpsku empty,IC-P-2000-000001,8700S00,
 1010765-43641280,gpsku empty,IC-P-2003-000001,8700S03,
 1016929-17703496,gpsku empty,FL-P-2007-000011,8705SFL07,
 1016930-17703496,gpsku empty,FL-P-2007-000011,8705SFL07,
 1024572-67970311,gpsku empty,CC-P-2009-000001,870P09,
 1024574-44640633,gpsku empty,IC-P-1992-000001,8722S92,
 1024575-84183553,gpsku empty,IC-P-1995-000001,8710S95,
1000029,gpsku empty,IC-P-2003-000002,8710S03,
 1010769-81396588,gpsku empty,OH-P-2005-000001,8700SOH07,
 1016955-87911354,gpsku empty,IC-P-1995-000001,8710S95,
 1007438-56380366,gpsku empty,IC-P-2006-000001,8700S06,
 1007433-70112493,gpsku empty,IC-P-1998-000002,8780S98,
 1004241-66238632,gpsku empty,OH-P-2005-000004,8705SOH07,
 1004244-66238632,gpsku empty,OH-P-2005-000004,8705SOH07,
 1004242-66238632,gpsku empty,OH-P-2005-000004,8705SOH07,
 1004245-66238632,gpsku empty,OH-P-2005-000004,8705SOH07,
 1004243-66238632,gpsku empty,OH-P-2005-000004,8705SOH07,
 1007459-46928924,gpsku empty,IC-P-2006-000002,8710S06,
 1010778-27572711,gpsku empty,IC-P-1996-000002,8700S96,
 1004266-67748292,gpsku empty,OH-P-2005-000004,8705SOH07,
 1004252-67748292,gpsku empty,OH-P-2005-000004,8705SOH07,
 1004269-67748292,gpsku empty,OH-P-2005-000004,8705SOH07,
