Old Order Id,What is wrong,Magento Sku/eCodes_ID,gp_sku/product_sk,
 1040009-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1039943-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1039982-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1040025-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1039980-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1039991-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1039999-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1039995-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1039944-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1039977-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1040019-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1039986-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1040017-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1040015-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1039984-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1039936-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1040006-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1040005-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1039974-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1039938-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1039990-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1039992-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1039929-81859743,gpsku empty,NY-P-2010-000003,8755SNY10,
1000122,gpsku empty,IC-P-2003-000010,8750S03,
1000123,gpsku empty,IC-P-2003-000002,8710S03,
 1001754-422908,gpsku empty,IC-P-1998-000002,8780S98,
 1005100-46962485,gpsku empty,FL-P-2004-000001,8700SFL04,
 1005099-63653034,gpsku empty,IC-P-2003-000002,8710S03,
 1005102-85783414,gpsku empty,NC-P-2002-000011,8710SNC02,
 1011632-74730224,gpsku empty,IC-P-2003-000003,8740S03,
 1018395-41761184,gpsku empty,IC-P-2009-000001,8700S09,
 1018396-69107504,gpsku empty,IC-P-2009-000001,8700S09,
 1018391-46956220,gpsku empty,NY-P-2007-000002,8700SNY07,
 1018382-82811536,gpsku empty,IC-P-2006-000004,8720S06,
 1027289-80800788,gpsku empty,IC-P-1996-000004,8750S96,
 1027320-16383503,gpsku empty,CC-P-2009-000001,870P09,
 1027280-13733895,gpsku empty,CC-P-2006-000011,870S061,
1000124,gpsku empty,IC-P-2003-000001,8700S03,
 1001785-46974197,gpsku empty,NC-P-2002-000008,8730SNC02,
 1011763-63319703,gpsku empty,IC-P-2003-000016,8722S03,
 1018431-10958026,gpsku empty,CA-P-2007-000002,8700SCA07,
 1018405-53708067,gpsku empty,IC-P-2009-000019,8705S09,
 1027365-61002270,gpsku empty,CA-P-2007-000002,8700SCA07,
 1027361-26405280,gpsku empty,IC-P-2009-000010,8750S09,
1000125,gpsku empty,IC-P-2003-000015,8722S98,
 1008266-83831397,gpsku empty,IC-P-2006-000001,8700S06,
 1018454-95338969,gpsku empty,IC-P-2009-000019,8705S09,
 1018453-39655653,gpsku empty,IC-P-2009-000002,8710S09,
 1027390-96921994,gpsku empty,IC-P-2009-000019,8705S09,
 1027392-93513309,gpsku empty,NY-P-2010-000010,8705SNY10,
 1040114-84217490,gpsku empty,CA-P-2010-000005,8740SCA10,
1000126,gpsku empty,IC-P-2003-000001,8700S03,
 1018462-26286077,gpsku empty,CA-P-2007-000009,8708SCA07,
 1018469-62112002,gpsku empty,CC-P-2006-000001,870S06,
 1040140-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1040134-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1040133-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1040136-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1040143-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1040137-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1040138-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1040139-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1040142-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1040141-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1040135-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1040153-22371151,gpsku empty,NY-P-2010-000009,8780SNY10,
 1005118-60753602,gpsku empty,IC-P-2006-000004,8720S06,
 1005130-18886988,gpsku empty,IC-P-2006-000003,8740S06,
 1005127-61699338,gpsku empty,IC-P-2006-000019,8705S06,
 1005125-84044427,gpsku empty,IC-P-2003-000010,8750S03,
 1027412-95240421,gpsku empty,IC-P-2009-000001,8700S09,
1000127,gpsku empty,IC-P-2003-000002,8710S03,
 1018484-31235537,gpsku empty,IC-P-2009-000014,8780S09,
 1027435-72739246,gpsku empty,IC-P-1998-000001,8710S98,
 1027432-75191565,gpsku empty,IC-P-1995-000001,8710S95,
 1027436-87018438,gpsku empty,IC-P-2003-000001,8700S03,
 1040330-48208334,gpsku empty,IC-P-2012-000019,8705S12,
1000128,gpsku empty,IC-P-2000-000001,8700S00,
1000129,gpsku empty,IC-P-2000-000001,8700S00,
 1008312-32177002,gpsku empty,NY-P-2007-000004,8740SNY07,
 1018497-51201060,gpsku empty,IC-P-2009-000001,8700S09,
 1018503-52269407,gpsku empty,IC-P-2009-000010,8750S09,
 1027477-64099971,gpsku empty,IC-P-1996-000003,8740S96,
 1040357-91752460,gpsku empty,CC-P-2009-000001,870P09,
 1040381-76816243,gpsku empty,IC-P-2012-000001,8700S12,
1000130,gpsku empty,IC-P-2003-000001,8700S03,
1000131,gpsku empty,IC-P-2003-000002,8710S03,
 1011892-74730224,gpsku empty,IC-P-2003-000006,8755S03,
 1018530-76614079,gpsku empty,FL-P-2007-000011,8705SFL07,
 1027541-33974308,gpsku empty,IC-P-2009-000006,8755S09,
1000134,gpsku empty,IC-P-2003-000001,8700S03,
1000132,gpsku empty,IC-P-2003-000003,8740S03,
1000133,gpsku empty,IC-P-2003-000003,8740S03,
 1005173-49555390,gpsku empty,IC-P-2003-000005,8730S03,
 1011909-64306124,gpsku empty,IC-P-2006-000016,8706S06,
 1011929-38039476,gpsku empty,IC-P-2003-000016,8722S03,
 1018558-99930075,gpsku empty,FL-P-2007-000011,8705SFL07,
 1018556-99930075,gpsku empty,FL-P-2007-000011,8705SFL07,
 1018559-76614079,gpsku empty,FL-P-2007-000011,8705SFL07,
 1027553-13080425,gpsku empty,CC-P-2009-000010,8709S09,
 1027554-73161691,gpsku empty,CC-P-2009-000010,8709S09,
 1027601-16422283,gpsku empty,IC-P-2009-000016,8706S09,
 1027564-48360961,gpsku empty,IC-P-2009-000016,8706S09,
 1040465-48038489,gpsku empty,IC-P-2009-000001,8700S09,
 1040474-71072080,gpsku empty,IC-P-2006-000001,8700S06,
1000135,gpsku empty,IC-P-2003-000006,8755S03,
 1008332-82959670,gpsku empty,FL-P-2004-000011,8705SFL04,
 1011948-20169475,gpsku empty,IC-P-1992-000001,8722S92,
 1011936-45618137,gpsku empty,CC-P-2006-000001,870S06,
 1018576-77455925,gpsku empty,IC-P-1998-000001,8710S98,
 1027622-25428391,gpsku empty,IC-P-2009-000001,8700S09,
 1027634-69186428,gpsku empty,IC-P-2009-000019,8705S09,
 1040475-60776593,gpsku empty,IC-P-2006-000001,8700S06,
 1005179-84044427,gpsku empty,IC-P-2003-000012,8790S03,
 1008343-56507138,gpsku empty,CA-P-2007-000008,8705SCA07,
 1008344-49667859,gpsku empty,IC-P-2006-000001,8700S06,
 1011954-58253646,gpsku empty,IC-P-2006-000019,8705S06,
 1018581-82447956,gpsku empty,IC-P-2009-000014,8780S09,
 1018598-26286077,gpsku empty,IC-P-2006-000001,8700S06,
 1040525-48690665,gpsku empty,IC-P-1996-000002,8700S96,
 1005188-64017707,gpsku empty,FL-P-2004-000011,8705SFL04,
 1008373-33560890,gpsku empty,IC-P-1996-000002,8700S96,
 1008359-50537015,gpsku empty,IC-P-2006-000001,8700S06,
 1040598-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1040599-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1040597-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1040606-16617135,gpsku empty,IC-P-2003-000016,8722S03,
 1040626-65114209,gpsku empty,IC-P-2009-000016,8706S09,
1000139,gpsku empty,IC-P-2000-000005,8730S00,
1000138,gpsku empty,IC-P-2003-000002,8710S03,
1000137,gpsku empty,IC-P-2003-000001,8700S03,
 1005200-43387533,gpsku empty,IC-P-2006-000001,8700S06,
 1027659-26845885,gpsku empty,IC-P-2009-000019,8705S09,
 1027684-88658283,gpsku empty,NY-P-2010-000010,8705SNY10,
 1027669-87699058,gpsku empty,IC-P-2003-000016,8722S03,
 1040671-53177093,gpsku empty,IC-P-2009-000001,8700S09,
 1040669-53177093,gpsku empty,IC-P-2009-000002,8710S09,
1000141,gpsku empty,IC-P-2003-000004,8720S03,
1000140,gpsku empty,IC-P-2003-000013,8798S03,
 1001927-27321185,gpsku empty,IC-P-1998-000001,8710S98,
 1005210-95683529,gpsku empty,IC-P-1998-000002,8780S98,
 1008394-96809614,gpsku empty,IC-P-2006-000002,8710S06,
 1027714-87699058,gpsku empty,IC-P-2003-000016,8722S03,
 1027702-87677250,gpsku empty,IC-P-1996-000001,8730S96,
 1027718-87699058,gpsku empty,CC-P-2009-000001,870P09,
 1027717-87699058,gpsku empty,CC-P-2009-000001,870P09,
 1008400-24385788,gpsku empty,IC-P-2006-000001,8700S06,
 1008397-34835566,gpsku empty,IC-P-2006-000001,8700S06,
 1012018-75659262,gpsku empty,IC-P-2006-000019,8705S06,
 1012019-75659262,gpsku empty,IC-P-2006-000019,8705S06,
 1018665-39389589,gpsku empty,IC-P-2009-000019,8705S09,
 1027763-77891350,gpsku empty,IC-P-2006-000006,8755S06,
 1040903-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1040904-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1040905-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1040906-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1040899-89728777,gpsku empty,IC-P-2009-000001,8700S09,
 1001965-73169237,gpsku empty,IC-P-1996-000003,8740S96,
 1001951-46727678,gpsku empty,IC-P-1996-000003,8740S96,
 1012048-41222527,gpsku empty,IC-P-2003-000016,8722S03,
 1012049-41222527,gpsku empty,IC-P-2003-000016,8722S03,
 1012050-41222527,gpsku empty,IC-P-2003-000016,8722S03,
 1018676-15768940,gpsku empty,IC-P-2009-000010,8750S09,
 1027794-55935479,gpsku empty,CC-P-2009-000003,874S09,
1000142,gpsku empty,IC-P-2003-000002,8710S03,
 1008416-92834265,gpsku empty,NY-P-2007-000002,8700SNY07,
 1012078-12361993,gpsku empty,FL-P-2007-000011,8705SFL07,
 1018709-71215211,gpsku empty,IC-P-2009-000005,8730S09,
 1018714-57972909,gpsku empty,IC-P-2009-000001,8700S09,
 1040952-25616276,gpsku empty,YC-P-2008-000010,8706SNYC08,
 1005230-74115427,gpsku empty,IC-P-1997-000001,8796S97,
 1005234-47891370,gpsku empty,MI-P-2003-000009,8750SMI03,
 1005231-32027438,gpsku empty,MI-P-2003-000012,8755SMI03,
 1008442-44006641,gpsku empty,CA-P-2007-000003,8700SCA071,
 1018721-59986777,gpsku empty,IC-P-2009-000019,8705S09,
 1041008-57853243,gpsku empty,IC-P-1996-000004,8750S96,
 1001987-98825198,gpsku empty,IC-P-2003-000001,8700S03,
 1001980-50543112,gpsku empty,NC-P-2002-000011,8710SNC02,
 1005245-94093876,gpsku empty,IC-P-2003-000016,8722S03,
 1005244-36211881,gpsku empty,OH-P-2005-000001,8700SOH07,
 1012125-97684924,gpsku empty,CA-P-2007-000006,8740SCA07,
 1012126-97684924,gpsku empty,CA-P-2007-000006,8740SCA07,
 1012129-75658360,gpsku empty,CA-P-2007-000006,8740SCA07,
 1012110-28697791,gpsku empty,IC-P-1996-000002,8700S96,
 1012112-28697791,gpsku empty,IC-P-1996-000002,8700S96,
 1012113-28697791,gpsku empty,IC-P-1996-000002,8700S96,
 1012114-28697791,gpsku empty,IC-P-1996-000002,8700S96,
 1012115-28697791,gpsku empty,IC-P-1996-000002,8700S96,
 1012119-85327399,gpsku empty,CA-P-2007-000009,8708SCA07,
 1012122-95348171,gpsku empty,IC-P-2006-000001,8700S06,
 1012124-57801846,gpsku empty,FL-P-2007-000011,8705SFL07,
 1027850-45315717,gpsku empty,IC-P-2009-000002,8710S09,
 1041062-60193811,gpsku empty,IC-P-2012-000019,8705S12,
 1041086-33168597,gpsku empty,NY-P-2010-000001,8700SNY10,
 1041092-80967328,gpsku empty,NY-P-2010-000004,8740SNY10,
1000143,gpsku empty,IC-P-2003-000001,8700S03,
 1005260-41561702,gpsku empty,IC-P-1996-000002,8700S96,
 1008465-16238883,gpsku empty,CA-P-2007-000008,8705SCA07,
 1027868-32861318,gpsku empty,CA-P-2010-000009,8708SCA10,
 1041095-18858211,gpsku empty,IC-P-2006-000002,8710S06,
 1041105-68636022,gpsku empty,IC-P-2009-000014,8780S09,
 1041111-52242922,gpsku empty,IC-P-2009-000002,8710S09,
 1041142-33550349,gpsku empty,IC-P-2012-000014,8780S12,
1000144,gpsku empty,NC-P-2002-000011,8710SNC02,
 1002020-73301725,gpsku empty,OH-P-2005-000001,8700SOH07,
 1005275-94870277,gpsku empty,IC-P-2006-000002,8710S06,
 1005274-78845237,gpsku empty,IC-P-2003-000001,8700S03,
 1008474-78148751,gpsku empty,IC-P-2006-000002,8710S06,
 1027927-77464373,gpsku empty,CA-P-2010-000007,8700SCA10,
 1027942-87699058,gpsku empty,IC-P-2003-000017,8705S03,
 1027929-38910554,gpsku empty,NY-P-2010-000005,8720SNY10,
 1027923-55935479,gpsku empty,CC-P-2006-000001,870S06,
 1041163-87947597,gpsku empty,IC-P-2009-000001,8700S09,
 1041168-11631257,gpsku empty,IC-P-2009-000001,8700S09,
1000145,gpsku empty,IC-P-2003-000003,8740S03,
1000149,gpsku empty,IC-P-2003-000002,8710S03,
1000150,gpsku empty,IC-P-2003-000002,8710S03,
1000147,gpsku empty,IC-P-2003-000013,8798S03,
1000146,gpsku empty,IC-P-2003-000003,8740S03,
1000148,gpsku empty,IC-P-2003-000002,8710S03,
 1002042-59632103,gpsku empty,IC-P-2000-000001,8700S00,
 1002039-59632103,gpsku empty,IC-P-2003-000001,8700S03,
 1002037-65934814,gpsku empty,IC-P-1999-000001,8700S99,
 1005280-59206397,gpsku empty,IC-P-2006-000019,8705S06,
 1005287-80254045,gpsku empty,IC-P-2000-000009,8750S00,
 1008481-43304443,gpsku empty,IC-P-1996-000003,8740S96,
 1012139-58850855,gpsku empty,IC-P-1996-000003,8740S96,
 1018774-15033091,gpsku empty,IC-P-2006-000001,8700S06,
 1027960-70442440,gpsku empty,IC-P-2009-000001,8700S09,
 1027983-56725126,gpsku empty,IC-P-2009-000001,8700S09,
 1027953-90566429,gpsku empty,IC-P-2009-000002,8710S09,
 1027974-29943039,gpsku empty,IC-P-2009-000019,8705S09,
 1027968-87699058,gpsku empty,IC-P-2009-000001,8700S09,
 1041248-16123310,gpsku empty,IC-P-2012-000019,8705S12,
 1041258-43799592,gpsku empty,IC-P-2009-000001,8700S09,
 1008488-57721987,gpsku empty,IC-P-2003-000016,8722S03,
 1008484-24067782,gpsku empty,IC-P-2006-000003,8740S06,
 1008487-15867194,gpsku empty,NY-P-2007-000003,8710SNY07,
 1012168-22909202,gpsku empty,IC-P-2009-000014,8780S09,
 1012169-22909202,gpsku empty,IC-P-2009-000014,8780S09,
 1012170-22909202,gpsku empty,IC-P-2009-000014,8780S09,
 1018810-71215211,gpsku empty,CC-P-2006-000001,870S06,
 1018801-74309499,gpsku empty,OH-P-2005-000001,8700SOH07,
 1018799-94217965,gpsku empty,CC-P-2006-000001,870S06,
 1028032-55935479,gpsku empty,CC-P-2009-000010,8709S09,
 1028020-88988763,gpsku empty,IC-P-2009-000001,8700S09,
 1041296-98643512,gpsku empty,CC-P-2009-000001,870P09,
1000151,gpsku empty,IC-P-2003-000010,8750S03,
 1002060-34345166,gpsku empty,IC-P-2003-000002,8710S03,
 1005293-54391122,gpsku empty,IC-P-2000-000009,8750S00,
 1008499-80537517,gpsku empty,IC-P-2003-000002,8710S03,
 1012184-69588345,gpsku empty,IC-P-1996-000004,8750S96,
 1012185-69588345,gpsku empty,IC-P-1996-000004,8750S96,
 1012187-88115888,gpsku empty,IC-P-2003-000016,8722S03,
 1012188-88115888,gpsku empty,IC-P-2003-000016,8722S03,
 1028078-88096899,gpsku empty,IC-P-2009-000019,8705S09,
 1028062-68322652,gpsku empty,IC-P-2009-000002,8710S09,
 1005305-12703289,gpsku empty,IC-P-2006-000019,8705S06,
 1005308-37268196,gpsku empty,IC-P-2000-000003,8740S00,
 1012216-20298547,gpsku empty,IC-P-2009-000014,8780S09,
 1012207-20298547,gpsku empty,IC-P-2000-000013,8780S00,
 1012208-20298547,gpsku empty,IC-P-2006-000019,8705S06,
 1012206-29659350,gpsku empty,CC-P-2006-000010,8709S06,
 1018865-76081217,gpsku empty,IC-P-2009-000003,8740S09,
 1041369-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1041377-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1041379-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1041375-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1041374-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1041387-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1041382-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1041385-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1041363-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1041380-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1041376-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1041378-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1041386-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1041384-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1041383-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1041388-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1041368-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1041381-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1041370-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1041362-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1041365-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1041364-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1041366-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1041371-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1041373-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1041367-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1041372-76073648,gpsku empty,OH-P-2011-000004,8707SOH11,
 1041390-97600685,gpsku empty,IC-P-2006-000001,8700S06,
1000152,gpsku empty,IC-P-2003-000017,8705S03,
 1008513-79269466,gpsku empty,IC-P-1996-000002,8700S96,
 1008520-72195455,gpsku empty,IC-P-2006-000001,8700S06,
 1018873-94746372,gpsku empty,CC-P-2006-000001,870S06,
 1041428-41526493,gpsku empty,CA-P-2010-000003,8701SCA10,
 1041447-32586005,gpsku empty,IC-P-1996-000002,8700S96,
 1041469-40081065,gpsku empty,IC-P-2009-000001,8700S09,
1000153,gpsku empty,IC-P-2003-000003,8740S03,
 1002089-89016110,gpsku empty,IC-P-1995-000001,8710S95,
 1005330-11803760,gpsku empty,IC-P-2003-000016,8722S03,
 1008524-79269466,gpsku empty,IC-P-1995-000002,8780S95,
 1028121-76452004,gpsku empty,IC-P-2009-000025,8722S09,
 1028129-52275376,gpsku empty,IC-P-2009-000019,8705S09,
 1041480-22774635,gpsku empty,IC-P-2012-000003,8740S12,
 1041493-23429055,gpsku empty,IC-P-2012-000019,8705S12,
 1041501-77657763,gpsku empty,OH-P-2011-000011,8706SOH11,
1000154,gpsku empty,IC-P-2003-000002,8710S03,
 1002093-37273578,gpsku empty,IC-P-1995-000001,8710S95,
 1002095-75671057,gpsku empty,IC-P-1998-000004,8750S98,
 1002099-75671057,gpsku empty,IC-P-1998-000004,8750S98,
 1008537-74599354,gpsku empty,NY-P-2007-000002,8700SNY07,
 1008541-73931831,gpsku empty,IC-P-2006-000002,8710S06,
 1012248-11447569,gpsku empty,OH-P-2006-000001,8710SOH06,
 1028173-74852878,gpsku empty,IC-P-2009-000003,8740S09,
 1028168-36898489,gpsku empty,IC-P-2009-000001,8700S09,
 1028172-46204140,gpsku empty,IC-P-1998-000001,8710S98,
 1041599-74302221,gpsku empty,NY-P-2010-000010,8705SNY10,
1000155,gpsku empty,IC-P-2003-000001,8700S03,
 1028204-82925084,gpsku empty,IC-P-1996-000002,8700S96,
 1028201-52566804,gpsku empty,IC-P-2009-000019,8705S09,
 1041661-21992858,gpsku empty,IC-P-2009-000019,8705S09,
 1041664-21992858,gpsku empty,IC-P-2012-000019,8705S12,
 1041638-55935479,gpsku empty,CC-P-2009-000010,8709S09,
 1041645-55935479,gpsku empty,CC-P-2009-000010,8709S09,
 1008555-73719236,gpsku empty,IC-P-2006-000019,8705S06,
 1012277-80001225,gpsku empty,IC-P-2003-000010,8750S03,
 1028234-87699058,gpsku empty,IC-P-2009-000002,8710S09,
 1008563-22600453,gpsku empty,CA-P-2007-000003,8700SCA071,
 1012304-67210394,gpsku empty,NY-P-2007-000003,8710SNY07,
 1028304-52095947,gpsku empty,NY-P-2010-000010,8705SNY10,
 1008582-33346401,gpsku empty,NY-P-2007-000008,8780SNY07,
 1012312-13664996,gpsku empty,IC-P-2003-000016,8722S03,
 1028306-97687699,gpsku empty,IC-P-2009-000004,8720S09,
 1041758-21992858,gpsku empty,IC-P-2006-000019,8705S06,
 1041737-69581342,gpsku empty,IC-P-2012-000001,8700S12,
 1041763-52610511,gpsku empty,CC-P-2009-000010,8709S09,
 1041795-16582596,gpsku empty,CC-P-2009-000004,873S09,
1000157,gpsku empty,IC-P-2000-000001,8700S00,
1000156,gpsku empty,IC-P-2003-000002,8710S03,
1000158,gpsku empty,IC-P-2003-000001,8700S03,
 1005376-62072467,gpsku empty,IC-P-2006-000004,8720S06,
 1005375-27663347,gpsku empty,IC-P-2006-000019,8705S06,
 1005373-84565879,gpsku empty,IC-P-1996-000003,8740S96,
 1008592-32177002,gpsku empty,IC-P-2006-000001,8700S06,
 1008588-48761469,gpsku empty,IC-P-2006-000014,8780S06,
 1041845-63161730,gpsku empty,OH-P-2011-000004,8707SOH11,
 1041846-63161730,gpsku empty,OH-P-2011-000004,8707SOH11,
 1041842-63161730,gpsku empty,OH-P-2011-000004,8707SOH11,
 1041843-63161730,gpsku empty,OH-P-2011-000004,8707SOH11,
 1041844-63161730,gpsku empty,OH-P-2011-000004,8707SOH11,
1000159,Cannot find MI-P-2003-000010,,,
 1002171-75875759,gpsku empty,IC-P-1999-000001,8700S99,
 1005391-73896487,gpsku empty,IC-P-2003-000017,8705S03,
 1008597-41314612,gpsku empty,IC-P-2006-000010,8750S06,
 1028341-27059592,gpsku empty,IC-P-2009-000016,8706S09,
 1028330-81290508,gpsku empty,CC-P-2009-000010,8709S09,
 1028321-12192843,gpsku empty,OH-P-2005-000001,8700SOH07,
 1041962-55935479,gpsku empty,IC-P-2009-000019,8705S09,
 1041904-34420463,gpsku empty,IC-P-2006-000002,8710S06,
1000160,gpsku empty,IC-P-2003-000006,8755S03,
1000161,gpsku empty,IC-P-2003-000006,8755S03,
1000162,gpsku empty,IC-P-2000-000001,8700S00,
1000163,gpsku empty,IC-P-2003-000002,8710S03,
 1005401-46537005,gpsku empty,IC-P-2006-000005,8730S06,
 1019012-26286077,gpsku empty,CC-P-2006-000010,8709S06,
 1019027-75046030,gpsku empty,IC-P-2009-000002,8710S09,
 1019025-33426483,gpsku empty,IC-P-2009-000001,8700S09,
 1028375-60813916,gpsku empty,IC-P-2009-000003,8740S09,
 1042047-85180152,gpsku empty,IC-P-2009-000006,8755S09,
 1042027-92055071,gpsku empty,IC-P-2009-000019,8705S09,
1000164,gpsku empty,IC-P-2003-000001,8700S03,
 1002191-84256240,gpsku empty,NC-P-2002-000006,8740SNC02,
 1005409-88909586,gpsku empty,IC-P-1998-000001,8710S98,
 1005422-64990421,gpsku empty,IC-P-2006-000001,8700S06,
 1008608-32691415,gpsku empty,IC-P-2003-000002,8710S03,
 1019038-77408681,gpsku empty,IC-P-2009-000001,8700S09,
 1028405-55935479,gpsku empty,CC-P-2009-000010,8709S09,
 1042056-55935479,gpsku empty,IC-P-2012-000001,8700S12,
 1042070-97000030,gpsku empty,IC-P-2006-000001,8700S06,
1000165,gpsku empty,MI-P-2003-000008,8760SMI03,
1000166,gpsku empty,IC-P-2003-000002,8710S03,
 1002199-96121621,gpsku empty,WI-2003-000001,8700SWI03,
 1012401-29659350,gpsku empty,IC-P-2006-000019,8705S06,
1000167,gpsku empty,IC-P-2000-000001,8700S00,
 1008620-56487741,gpsku empty,IC-P-2006-000019,8705S06,
 1028496-22201699,gpsku empty,NY-P-2010-000010,8705SNY10,
 1028506-51737248,gpsku empty,IC-P-1996-000001,8730S96,
 1028517-22201699,gpsku empty,IC-P-2006-000019,8705S06,
 1042107-30698232,gpsku empty,IC-P-2012-000003,8740S12,
1000168,gpsku empty,IC-P-2003-000001,8700S03,
 1008631-95276864,gpsku empty,NY-P-2007-000011,8707SNY07,
 1008632-35074513,gpsku empty,NY-P-2007-000011,8707SNY07,
 1008634-63403254,gpsku empty,NY-P-2007-000011,8707SNY07,
 1012441-27584872,gpsku empty,CC-P-2006-000010,8709S06,
 1019101-85591627,gpsku empty,IC-P-1996-000004,8750S96,
 1019092-41576541,gpsku empty,IC-P-2009-000001,8700S09,
 1019108-14960484,gpsku empty,NY-P-2007-000008,8780SNY07,
 1042117-38557342,gpsku empty,IC-P-2009-000002,8710S09,
 1002216-67064176,gpsku empty,OH-P-2005-000004,8705SOH07,
 1005440-42672844,gpsku empty,IC-P-2003-000015,8722S98,
 1008652-85080887,gpsku empty,FL-P-2004-000011,8705SFL04,
 1019114-41999522,gpsku empty,NY-P-2007-000014,8706SCA07,
 1042219-37431813,gpsku empty,IC-P-2012-000001,8700S12,
 1042223-56021896,gpsku empty,NY-P-2010-000010,8705SNY10,
1000169,gpsku empty,IC-P-2003-000002,8710S03,
 1005458-78571062,gpsku empty,IC-P-1996-000003,8740S96,
 1028562-30227644,gpsku empty,IC-P-2006-000002,8710S06,
 1042265-21992858,gpsku empty,OH-P-2011-000004,8707SOH11,
 1042246-31617293,gpsku empty,IC-P-2012-000019,8705S12,
 1042282-73016568,gpsku empty,IC-P-2012-000019,8705S12,
1000171,gpsku empty,IC-P-2003-000006,8755S03,
1000170,gpsku empty,IC-P-2003-000001,8700S03,
1000173,gpsku empty,IC-P-2003-000013,8798S03,
1000172,gpsku empty,IC-P-2003-000017,8705S03,
 1005473-22084228,gpsku empty,IC-P-1997-000004,8720S97,
 1019137-69726323,gpsku empty,CA-P-2007-000009,8708SCA07,
 1028602-22201699,gpsku empty,CA-P-2010-000009,8708SCA10,
 1028613-28327207,gpsku empty,IC-P-2009-000001,8700S09,
 1028620-22201699,gpsku empty,IC-P-2009-000003,8740S09,
 1028617-43249584,gpsku empty,IC-P-2009-000002,8710S09,
